"director_facebook_likes","cast_total_facebook_likes","num_voted_users","num_user_for_reviews","imdb_score","movie_facebook_likes","Revenue","Budget","profit","response"
100,22128,246698,471,7.8,64000,469160692,60000000,409160692,1
110,4210,295375,645,7.6,15000,86915017,40000000,46915017,1
123,4825,133177,380,6.6,24000,158674180,43000000,115674180,1
97,37907,222099,549,7.2,10000,53478166,16000000,37478166,1
107,4631,177383,447,7.4,44000,371940071,130000000,241940071,1
90,5046,114287,137,6.7,16000,554987477,130000000,424987477,1
123,14017,182661,681,5.2,0,228738393,110000000,118738393,1
118,44797,227072,560,6.9,20000,157107755,80000000,77107755,1
115,38963,38202,135,5.7,41000,122413057,14800000,107613057,1
84,3629,111526,347,5.5,0,220673217,48000000,172673217,1
96,28817,414335,881,7.5,10000,231411584,7500000,223911584,1
136,37723,534658,3597,6.5,13000,924317558,115000000,809317558,1
123,20499,192930,581,7.8,12000,129266061,30000000,99266061,1
120,7860,200077,189,6.6,0,358991681,18000000,340991681,1
165,673,266020,836,8,92000,44349000,4000000,40349000,1
112,3388,287822,849,7.1,37000,260095987,50000000,210095987,1
117,13877,461609,1168,8.2,34000,32768670,28000000,4768670,1
101,1031,58498,99,6.4,0,500188435,103000000,397188435,1
113,1441,240241,391,7.5,0,261317921,65000000,196317921,1
87,24770,139114,245,7.8,15000,46471023,40000000,6471023,1
96,1433,447785,888,8.9,40000,1e+06,340000,660000,1
148,18752,426359,760,8.2,76000,56255142,15000000,41255142,1
109,15608,195043,329,6.1,27000,144492830,50000000,94492830,1
131,18204,164238,434,6.4,33000,205366737,150000000,55366737,1
88,2726,160281,427,7.8,16000,83453539,3500000,79953539,1
116,20966,260981,373,7.2,0,350448145,30000000,320448145,1
121,1865,74957,251,6.8,0,161777836,7000000,154777836,1
125,17611,73950,258,6.8,2000,97572000,7000000,90572000,1
113,17152,210542,332,6.9,29000,130786397,30000000,100786397,1
127,2129,613473,895,8.1,19000,920100000,63000000,857100000,1
131,28544,277505,495,8.3,10000,159157447,14000000,145157447,1
87,14574,92106,171,5.7,2000,189015611,63000000,126015611,1
81,3344,13523,95,6.9,0,44107032,4900000,39207032,1
86,2070,220392,243,6.8,0,1.81e+08,45000000,1.36e+08,1
121,23484,307539,577,7,0,188072649,92000000,96072649,1
89,3285,146019,119,6.7,0,603900354,150000000,453900354,1
126,18726,167967,243,7.1,20000,156835339,30000000,126835339,1
91,3969,177828,714,7.3,11000,90259536,30000000,60259536,1
104,13076,530870,1413,7.2,11000,585349010,150000000,435349010,1
143,16007,63330,405,6.4,0,1.39e+08,35000000,1.04e+08,1
82,3442,387508,1123,8.6,23000,10462500,950000,9512500,1
106,33645,245152,1344,7.2,0,248118121,75000000,173118121,1
101,12406,245621,514,6.4,23000,293329073,110000000,183329073,1
110,10438,194422,1057,7.4,7000,102356381,28000000,74356381,1
103,692,66593,153,5.5,31000,563749323,110000000,453749323,1
176,20354,324671,458,7.8,0,266465037,100000000,166465037,1
169,29991,240396,2367,6.1,0,391081192,270000000,121081192,1
101,1026,140740,151,6.1,0,1.7e+08,35000000,1.35e+08,1
116,23811,275869,389,7.9,36000,129190869,25000000,104190869,1
150,25517,197412,720,7.4,71000,275293450,65000000,210293450,1
108,22739,168717,178,6.2,24000,147780440,25000000,122780440,1
95,16884,66308,225,5.5,0,113006880,56000000,57006880,1
95,29551,277172,986,7,66000,66486080,30000000,36486080,1
128,16199,303864,596,7.3,16000,219417255,60000000,159417255,1
94,15419,145350,643,5.5,0,264105545,92000000,172105545,1
83,229,133348,204,7.7,0,184925486,1488423,183437063,1
180,3076,270790,549,8.3,16000,51973029,18000000,33973029,1
146,23227,318955,460,8.1,75000,124272124,25000000,99272124,1
117,15590,255257,374,7,0,42431017,27000000,15431017,1
102,13631,351274,457,8,131000,33400000,13000000,20400000,1
118,15732,503631,636,8,64000,414211549,15000000,399211549,1
132,14790,142569,737,5.8,10000,277448382,70000000,207448382,1
107,389,12276,117,6.3,21000,46069568,20000000,26069568,1
89,18132,151424,252,6.3,0,122444772,80000000,42444772,1
201,7123,316018,2618,7.2,0,5.5e+08,207000000,3.43e+08,1
127,2118,72085,263,6.8,2000,195312802,28000000,167312802,1
110,13069,219171,388,6.9,19000,356830601,15000000,341830601,1
92,2848,9509,53,3.5,11000,21164799,20000000,1164799,1
89,13794,79094,129,5.4,0,114663461,30000000,84663461,1
148,2566,142448,319,7.9,14000,115229890,27000000,88229890,1
95,4134,188679,864,6.6,0,152925093,4000000,148925093,1
147,12954,178126,511,6.6,0,273339556,130000000,143339556,1
138,1814,212106,1445,5.7,0,245360480,137000000,108360480,1
108,7872,200260,431,6.4,0,287553595,30000000,257553595,1
109,7833,6276,55,6.8,16000,7.7e+07,16000000,6.1e+07,1
107,38751,310540,669,6.7,97000,126041322,32000000,94041322,1
93,4701,95294,363,7.8,12000,119500000,2600000,116900000,1
99,1686,395921,859,8,19000,30039392,4000000,26039392,1
107,24805,92712,294,5.1,6000,31556061,16000000,15556061,1
106,18669,353442,387,6.9,31000,1.17e+08,35000000,8.2e+07,1
121,23008,235133,494,8.3,0,2.3e+07,18000000,5e+06,1
106,22590,172217,405,6.3,0,101371017,70000000,31371017,1
138,27797,80861,431,5.3,24000,71009334,25000000,46009334,1
101,1272,139184,243,6.4,12000,64572262,36000000,28572262,1
92,3165,65709,194,5.1,15000,71154592,65000000,6154592,1
93,2043,157051,261,6.7,29000,1e+08,12000000,8.8e+07,1
113,8398,172112,181,6.7,39000,234989584,50000000,184989584,1
136,15999,259492,415,7.4,51000,335062621,75000000,260062621,1
92,2847,57276,146,5.2,0,361366633,60000000,301366633,1
84,3416,87494,540,6.1,0,28650575,12600000,16050575,1
106,4482,101178,283,6.3,10000,559852396,200000000,359852396,1
128,70,18656,137,6.7,933,1.3e+07,3000000,1e+07,1
99,2323,81699,291,5.4,45000,255273813,6500000,248773813,1
131,1898,74374,225,6.6,0,183700000,27500000,156200000,1
129,2031,221521,1049,7.2,0,121214377,105000000,16214377,1
118,27114,98472,492,5.9,0,105316267,88000000,17316267,1
93,4705,211971,326,6.1,0,798958165,160000000,638958165,1
131,26679,202382,751,5.9,44000,303025485,209000000,94025485,1
83,1645,119590,548,5.2,0,141220678,45000000,96220678,1
120,3632,208422,342,7,3000,160388063,85000000,75388063,1
93,2444,119213,154,6.9,17000,746921274,145000000,601921274,1
100,16264,120798,444,6.6,10000,305875730,165000000,140875730,1
128,3386,50041,116,7.1,23000,63013281,34000000,29013281,1
88,1178,90360,147,7.5,0,84300000,2600000,81700000,1
95,15237,72591,289,6.8,0,186053725,120000000,66053725,1
138,17087,283967,535,7.3,11000,245676146,80000000,165676146,1
119,11013,172405,203,6.8,0,141407024,19000000,122407024,1
91,1804,103022,269,6.3,0,260696994,75000000,185696994,1
122,22370,305929,633,7.7,0,104876233,45000000,59876233,1
110,4714,141533,786,5.8,0,179265204,78000000,101265204,1
102,28497,181443,311,6,12000,271430189,80000000,191430189,1
140,17171,208817,296,7.6,5000,355237933,52000000,303237933,1
97,36064,86251,260,6.5,58000,66980456,25000000,41980456,1
100,2036,294810,387,7.8,29000,591794936,260000000,331794936,1
103,55175,176598,374,6,25000,278346189,100000000,178346189,1
119,17584,422606,555,7.6,0,169860655,20000000,149860655,1
118,16758,217507,325,7.2,0,105173115,30000000,75173115,1
98,337,184641,326,6.9,81000,116980662,35000000,81980662,1
103,5161,299127,1509,7.7,0,103911669,1200000,102711669,1
99,12952,266103,456,6.8,11000,196482882,75000000,121482882,1
136,45271,259519,431,7.5,11000,152944660,57000000,95944660,1
117,11036,338383,611,8,32000,307077295,55000000,252077295,1
146,6217,238747,2153,7.1,11000,235926552,100000000,135926552,1
107,20466,83893,132,6.8,15000,78874843,11000000,67874843,1
119,29461,176169,548,6.6,0,144056873,40000000,104056873,1
84,26754,119675,216,6.6,0,346079773,55000000,291079773,1
110,14609,209133,962,7.6,0,71441250,21000000,50441250,1
123,15362,225282,339,6.8,0,224012234,75000000,149012234,1
110,16691,138190,405,6.1,30000,226904017,75000000,151904017,1
107,1529,101840,193,6.2,0,36230219,12305523,23924696,1
95,5286,88529,262,5.8,0,113857533,10800000,103057533,1
110,25964,240962,724,7.7,36000,252276927,38000000,214276927,1
107,14710,43743,293,5.4,0,70200000,30000000,40200000,1
94,1024,76791,100,6.1,0,26049082,8000000,18049082,1
88,2217,33042,90,5.1,0,292817841,150000000,142817841,1
119,15449,61621,219,7.3,0,1.33e+08,24000000,1.09e+08,1
114,1766,106416,205,6.3,22000,197687603,195000000,2687603,1
150,22697,149922,438,6.6,0,419651413,225000000,194651413,1
101,21276,296904,604,6.7,0,484572835,80000000,404572835,1
103,259,48675,214,6.8,16000,54418872,5000000,49418872,1
110,3174,191437,582,7.1,0,131183530,45000000,86183530,1
188,12940,126357,497,7.3,0,300218018,55000000,245218018,1
150,1075,497946,761,8.5,21000,120072577,35000000,85072577,1
110,911,171151,513,6.8,0,30411183,25000000,5411183,1
103,4722,105478,291,6.2,0,57120318,35000000,22120318,1
171,4074,131217,380,7.6,0,90000098,70000000,20000098,1
119,13391,136019,443,5.8,14000,227817248,120000000,107817248,1
109,390,192462,334,7,42000,97552050,40000000,57552050,1
125,11135,213476,271,6.9,11000,4.63e+08,14000000,4.49e+08,1
87,16571,53786,211,6.3,0,95608995,34000000,61608995,1
114,7099,145270,322,7.6,54000,180274123,42000000,138274123,1
127,2601,224013,2319,7.6,10000,179213434,52500000,126713434,1
96,22436,163665,169,6.5,9000,205298907,38000000,167298907,1
117,16828,200359,1009,7.7,0,181001478,80000000,101001478,1
102,5178,28621,58,5.9,0,1.24e+08,40000000,8.4e+07,1
120,12755,357579,1100,7.7,15000,96060858,13000000,83060858,1
105,8281,128629,348,5.9,98000,112265139,69000000,43265139,1
104,18322,145852,164,6.8,32000,196114570,30000000,166114570,1
113,34738,173530,264,6.7,40000,105200903,60000000,45200903,1
129,1397,261069,506,7.8,25000,109423648,50000000,59423648,1
161,1035,149444,273,8.2,0,33300000,3000000,30300000,1
120,22750,135601,493,6.1,0,140464664,75000000,65464664,1
121,762,48636,214,6.2,0,1.6e+08,36000000,1.24e+08,1
108,24286,260442,507,7,0,330444045,55000000,275444045,1
103,2857,118951,1382,4.2,18000,318502923,150000000,168502923,1
124,13864,161972,356,8.2,9000,26010864,5000000,21010864,1
96,3151,40883,122,6.8,11000,108255770,60000000,48255770,1
110,2239,155153,524,6.8,58000,77712439,3000000,74712439,1
101,638,149835,243,6.6,0,42105111,24000000,18105111,1
92,16982,276746,264,7.1,19000,74952305,8000000,66952305,1
110,1954,187181,564,7,0,2.15e+08,41000000,1.74e+08,1
121,1261,203963,420,7.6,58000,149295601,40000000,109295601,1
127,6171,127497,287,6.6,0,285444603,140000000,145444603,1
96,1919,103787,615,5.9,3000,123729176,80000000,43729176,1
107,662,142496,399,7.1,0,340487652,85000000,255487652,1
106,561,65044,173,5,13000,82087155,35000000,47087155,1
99,663,21034,153,5.8,23000,101332962,12000000,89332962,1
98,14007,43328,110,5.7,0,106303988,50000000,56303988,1
98,4567,29867,181,6.2,27000,61548707,15000000,46548707,1
82,2945,38438,241,6.5,0,354248063,127500000,226748063,1
98,20453,485430,492,8.2,33000,494878759,165000000,329878759,1
113,80849,199039,479,6.2,82000,245527149,150000000,95527149,1
92,1953,189413,306,7.5,15000,73326666,15000000,58326666,1
113,764,106446,227,6.3,11000,415686217,155000000,260686217,1
118,13426,244840,372,6.6,0,368100420,70000000,298100420,1
147,8484,235992,1768,8,16000,20117339,15000000,5117339,1
116,32563,58023,281,6.3,0,116672912,70000000,46672912,1
141,12840,199056,387,7.8,14000,113020255,55000000,58020255,1
114,46944,194489,192,7.3,12000,25739015,18000000,7739015,1
188,1906,241030,1437,8,13000,48451803,37000000,11451803,1
104,29505,271691,243,6.8,0,225990978,70000000,155990978,1
129,20056,86422,363,6.6,0,96105964,80000000,16105964,1
107,43291,183208,337,7.2,26000,245724603,135000000,110724603,1
108,16031,52888,175,6.5,0,35424826,22000000,13424826,1
88,5227,31649,98,4.5,2000,443140005,75000000,368140005,1
136,34839,263329,899,6.9,0,162949164,126000000,36949164,1
124,23603,146134,393,6.4,0,315156409,85000000,230156409,1
121,13421,186879,791,6.2,0,155446362,50000000,105446362,1
109,26625,101977,161,6.5,0,63100000,25000000,38100000,1
136,12396,135404,318,6.7,0,250288523,95000000,155288523,1
154,11945,317166,928,7.7,0,456758981,140000000,316758981,1
96,2936,136667,273,7.1,13000,38119483,22700000,15419483,1
91,2158,382240,660,8.3,14000,5028948,400000,4628948,1
125,33865,178731,261,7.7,0,206678440,26000000,180678440,1
95,1991,342585,839,8.5,18000,9440272,1800000,7640272,1
142,19454,207613,1144,7.1,4000,215294342,110000000,105294342,1
139,1474,224671,470,7.7,11000,314178011,50000000,264178011,1
133,53094,283563,312,7.6,27000,110206216,50000000,60206216,1
81,399,186786,3400,6.4,0,2.48e+08,25000,247975000,1
90,664,160440,394,6.6,0,347325802,90000000,257325802,1
115,9578,205284,439,7.3,22000,177243185,20000000,157243185,1
162,15912,142067,457,7.4,0,231976425,27000000,204976425,1
95,8134,315549,789,7,0,235483004,11000000,224483004,1
96,28071,110390,522,7.2,6000,137587063,60000000,77587063,1
150,12289,200556,611,7.4,15000,171120329,90000000,81120329,1
118,57426,375456,292,7.4,44000,142851197,50000000,92851197,1
98,7461,115050,911,5.9,4000,183474602,10000000,173474602,1
206,24598,138863,1390,5.5,0,167298192,155000000,12298192,1
97,5032,245989,554,7,0,129042871,17000000,112042871,1
140,20440,63493,302,5.7,26000,204594016,60000000,144594016,1
154,25522,239540,462,7.5,0,39673162,12000000,27673162,1
98,2630,136580,545,7.6,15000,9.4e+07,15000000,7.9e+07,1
146,46726,116159,488,7.2,28000,177584879,66000000,111584879,1
128,14747,109188,625,7,0,9.4e+07,50000000,4.4e+07,1
96,3492,111087,319,5.9,0,139352633,10000000,129352633,1
132,7081,136954,346,6.5,32000,203277636,66000000,137277636,1
110,21554,96565,135,5.5,0,1.36e+08,40000000,9.6e+07,1
96,3119,90070,248,7.1,11000,48572000,11000000,37572000,1
106,2270,91017,284,7.2,0,5e+07,6000000,4.4e+07,1
98,6742,122187,339,6.1,0,96455697,37000000,59455697,1
96,3013,20885,60,6.1,0,11122090,6000000,5122090,1
113,13446,156348,380,5.5,0,201596308,90000000,111596308,1
104,12170,92074,502,6.4,0,40283321,15000000,25283321,1
125,52201,181380,223,6.9,0,441286195,25000000,416286195,1
87,1461,114692,285,6.1,2000,160583018,40000000,120583018,1
115,74382,80580,375,6.7,0,202292902,50000000,152292902,1
111,2978,124501,154,6.1,0,160259319,30000000,130259319,1
131,1520,51314,265,5.7,0,187884007,20000000,167884007,1
121,1323,150308,498,7.3,18000,152500343,25000000,127500343,1
100,17902,198701,1138,6.7,0,102441078,33000000,69441078,1
107,14006,60476,97,5.9,0,157920733,60000000,97920733,1
87,29050,156267,340,6.3,0,85167639,32000000,53167639,1
89,5855,93748,410,5.1,1000,178262620,45000000,133262620,1
103,19168,202967,378,6.6,36000,2.9e+07,28000000,1e+06,1
143,33160,400292,657,8,14000,170877916,100000000,70877916,1
139,5458,54096,494,7.5,0,68296293,22000000,46296293,1
142,1769,59941,452,6.8,0,81974493,7000000,74974493,1
236,2398,186485,382,8,0,424208848,22000000,402208848,1
111,4696,156929,624,7.7,14000,27200316,27000000,200316,1
129,19148,273108,646,7.6,0,184376254,45000000,139376254,1
106,1675,271592,2335,6.7,0,408247917,72000000,336247917,1
77,368,72639,371,7,19000,424760,7000,417760,1
101,74,144021,391,7.1,0,1.29e+08,27000000,1.02e+08,1
109,13388,124185,238,6.1,11000,215283742,150000000,65283742,1
107,4046,100821,554,4.8,0,259175788,120000000,139175788,1
99,12831,72326,116,6.1,0,212874442,80000000,132874442,1
129,2387,175607,252,8.3,0,159616327,5500000,154116327,1
88,33822,30055,70,5.9,593,55181129,50000000,5181129,1
99,16184,152826,253,5.8,19000,3.01e+08,150000000,1.51e+08,1
113,103354,93790,288,6.6,0,77944725,52000000,25944725,1
108,19945,104356,186,6.3,14000,114977104,25000000,89977104,1
92,6137,25484,189,5.1,13000,54819301,30000000,24819301,1
89,1367,54101,210,5.8,15000,160602194,50000000,110602194,1
93,28767,196422,444,7,0,42931041,12000000,30931041,1
176,1004,144337,309,6.1,0,264218220,175000000,89218220,1
94,24994,281649,458,7.7,21000,8203235,5000000,3203235,1
120,129,217740,1641,7.9,0,213525736,17000000,196525736,1
140,64599,230931,585,7,0,214104620,80000000,134104620,1
158,533,372990,1107,8.1,16000,76181545,25000000,51181545,1
128,2507,132423,349,7.2,15000,60222298,45000000,15222298,1
92,3101,76207,194,6,0,68233629,11000000,57233629,1
100,2968,61321,217,6.2,0,86369815,35000000,51369815,1
178,5074,110394,433,7.7,0,124731534,40000000,84731534,1
132,1873,212204,738,6.6,24000,284139100,250000000,34139100,1
102,2488,104066,207,5.7,15000,68267862,68000000,267862,1
110,2382,40469,135,6.1,0,27640028,20000000,7640028,1
114,214,209396,580,6.8,11000,94679598,25000000,69679598,1
101,32015,321283,1848,7.8,17000,119723856,4000000,115723856,1
110,26451,262153,507,7.8,10000,56308881,27000000,29308881,1
100,4606,190030,583,8,30000,133432856,15000000,118432856,1
99,1066,47364,75,6.5,0,48190704,44000000,4190704,1
110,46646,108843,281,6.1,54000,167221571,7000000,160221571,1
95,3092,62861,232,5.9,0,70067909,19000000,51067909,1
97,19404,260607,485,7.9,47000,9760104,5000000,4760104,1
107,3066,225102,862,7.8,16000,7.1e+07,26000000,4.5e+07,1
96,799,51204,247,4.6,26000,142817992,5000000,137817992,1
121,1446,128010,136,6.7,0,321731527,35000000,286731527,1
101,16926,61360,129,6.6,25000,36606743,20000000,16606743,1
135,2575,143696,241,7.6,0,200512643,30000000,170512643,1
100,15369,91151,283,5.4,20000,89162162,42000000,47162162,1
101,42918,149285,668,7.5,10000,25504513,1800000,23704513,1
104,4082,96233,313,7.4,26000,32935319,11000000,21935319,1
132,1933,172792,1740,6.6,0,97607453,50000000,47607453,1
83,22813,127345,250,6.8,0,155019340,80000000,75019340,1
82,505,297014,1198,7.3,0,261572744,18000000,243572744,1
141,4528,190439,351,7.2,0,378882411,115000000,263882411,1
102,2509,291875,533,8.1,14000,16538431,2777000,13761431,1
94,2725,162909,795,6.2,0,296633907,63000000,233633907,1
108,7273,193770,2003,6.5,0,256697520,60000000,196697520,1
114,428,81444,192,6.2,955,88323487,50000000,38323487,1
110,13396,57266,89,5.7,14000,79700000,40000000,39700000,1
88,4499,84325,205,5.4,0,147934180,35000000,112934180,1
70,63,94225,136,7.4,0,267447150,858000,266589150,1
122,583,22369,100,6.6,21000,85978266,10000000,75978266,1
98,24082,85531,152,5.5,0,310650585,100000000,210650585,1
119,17768,151812,556,6.5,0,250821495,65000000,185821495,1
97,2403,25210,126,5.2,13000,52882018,10000000,42882018,1
127,16034,212085,492,7.7,15000,135560026,70000000,65560026,1
123,88953,141663,383,7,20000,41596251,20000000,21596251,1
118,27674,102248,403,6.1,34000,154984035,70000000,84984035,1
183,34025,232577,1026,8.2,11000,5e+07,15000000,3.5e+07,1
90,2203,160321,178,6.3,0,212385533,30000000,182385533,1
131,5103,188887,662,7.6,0,96976270,70000000,26976270,1
106,24938,211296,428,6.3,0,516642939,80000000,436642939,1
100,2638,85903,92,6,0,287928194,50000000,237928194,1
113,17786,58184,805,4.9,0,91188905,80000000,11188905,1
96,3113,87739,133,6.7,0,81198894,4500000,76698894,1
126,1607,119150,219,7.4,0,43848069,15000000,28848069,1
132,28830,482064,1106,8.1,14000,216763646,30000000,186763646,1
91,3104,18042,73,5.9,0,1.1e+08,55000000,5.5e+07,1
84,1817,140499,358,7,0,224834564,45000000,179834564,1
115,3798,91082,274,7.8,28000,17654912,12000000,5654912,1
89,644,271794,584,8.1,24000,52287000,8000000,44287000,1
107,173,307639,513,8,32000,32002538,15000000,17002538,1
100,39807,270441,378,7.7,40000,39187783,8000000,31187783,1
111,6315,97838,286,7.6,3000,1.5e+08,46000000,1.04e+08,1
107,1747,42614,120,6.8,0,44726644,13000000,31726644,1
101,15230,145395,375,7.3,23000,17693675,6500000,11193675,1
123,17657,223393,550,5.6,24000,219851172,200000000,19851172,1
124,1640,256213,338,7.2,0,95696996,61000000,34696996,1
72,2646,31371,166,5.7,0,35763605,13000000,22763605,1
108,26002,145974,611,6.3,10000,609841637,52000000,557841637,1
108,1715,61018,140,5.8,0,1.13e+08,35000000,7.8e+07,1
110,2169,152089,309,8.1,0,102308889,6000000,96308889,1
134,1050,104005,248,6.2,18000,88058786,35000000,53058786,1
118,3986,283480,263,7.4,0,244527583,40000000,204527583,1
124,7567,189683,559,7.7,0,60427839,20000000,40427839,1
104,1274,87447,371,6.5,0,91974818,43000000,48974818,1
94,2124,140780,376,6.3,0,99965753,24000000,75965753,1
106,1120,102125,324,7,10000,31430334,7000000,24430334,1
147,56014,225122,234,7.8,0,41954997,35000000,6954997,1
126,36017,245333,678,7.5,42000,185770160,170000000,15770160,1
240,1943,171726,256,8.1,12000,77737889,22000000,55737889,1
99,2394,75903,109,6.2,0,153997819,25000000,128997819,1
96,30541,112516,223,6.2,0,34560577,20000000,14560577,1
98,16791,151580,672,6.2,0,129394835,45000000,84394835,1
109,27788,181025,336,7.7,38000,48126384,7000000,41126384,1
81,47677,29738,85,6.2,12000,100654149,28000000,72654149,1
94,2371,76828,314,5.8,24000,205703818,5000000,200703818,1
104,5707,101730,131,6.4,0,49779728,20000000,29779728,1
142,64259,182802,363,6.7,13000,300854823,70000000,230854823,1
115,36237,166693,276,6.8,19000,208076205,85000000,123076205,1
118,13943,173848,203,7.3,25000,85412898,40000000,45412898,1
91,4842,102933,230,6.9,0,100138851,100000000,138851,1
129,2864,71574,244,5.9,951,142400065,75000000,67400065,1
106,15870,129601,648,4.8,0,222104681,170000000,52104681,1
107,3106,90539,379,5.6,0,113916474,45000000,68916474,1
88,21863,243053,488,6.1,0,222231186,85000000,137231186,1
121,3189,142115,614,6.2,0,163876815,10000000,153876815,1
123,7243,79892,619,6.4,0,60474340,40000000,20474340,1
113,15362,53687,152,5.7,1000,95149435,40000000,55149435,1
126,63710,604904,682,8.3,31000,225933435,10000000,215933435,1
124,15229,96096,172,6.4,0,255000211,70000000,185000211,1
141,11458,206776,1248,6.9,0,203388341,68000000,135388341,1
103,1336,75176,252,7.1,26000,165184237,45000000,120184237,1
119,3637,89816,347,6.3,0,96269812,60000000,36269812,1
111,3784,48559,145,6,0,39171130,25000000,14171130,1
100,14611,102129,432,5.5,0,165333180,60000000,105333180,1
92,646,64625,281,7.4,0,49469904,15000000,34469904,1
92,5810,47900,130,6.9,11000,272912430,145000000,127912430,1
96,3569,64794,131,7.3,17000,19560274,6000000,13560274,1
106,2544,86902,411,6.4,0,91753202,40000000,51753202,1
178,24183,333542,533,8.2,11000,116112375,52000000,64112375,1
107,22834,92599,225,7.1,21000,19504039,3500000,16004039,1
145,12098,76842,173,7.2,4000,161001698,14000000,147001698,1
69,1833,61753,133,7.3,5000,84460846,12300000,72160846,1
97,29252,67604,218,7.1,12000,64256513,15000000,49256513,1
94,27911,237848,377,7.8,71000,68263166,16000000,52263166,1
88,10325,185258,404,7.2,0,87055349,24000000,63055349,1
110,5127,170027,350,7.2,13000,181813770,6000000,175813770,1
95,848,64387,85,6.5,15000,248384621,78000000,170384621,1
109,16611,38348,135,6.1,0,44350926,36000000,8350926,1
112,13172,67760,226,7.3,0,39462438,7000000,32462438,1
150,14296,280228,420,7.6,29000,154026136,37000000,117026136,1
98,25780,149947,326,6.8,18000,167805466,100000000,67805466,1
101,15990,81523,214,5.6,0,72108608,70000000,2108608,1
156,20761,97047,452,6.8,0,100230832,55000000,45230832,1
107,4664,247289,611,7.1,0,369884651,23000000,346884651,1
111,15361,54723,99,6.2,0,69821334,8000000,61821334,1
127,19776,113295,235,7.1,0,87784194,60000000,27784194,1
107,12700,246492,685,6.4,7000,237681299,82500000,155181299,1
112,35941,141425,283,7.4,25000,12355734,1000000,11355734,1
113,4660,73068,419,6.8,0,124305181,48000000,76305181,1
109,33878,94892,189,6.8,0,65569869,20000000,45569869,1
104,3356,40654,97,5.3,0,77477008,35000000,42477008,1
94,27842,67296,133,5.8,0,355692760,79000000,276692760,1
81,25489,143251,710,7.7,0,32801173,19000000,13801173,1
118,28045,136680,149,6.4,13000,75450437,52000000,23450437,1
101,4400,157857,1191,7.9,12000,7e+07,300000,69700000,1
107,12556,85629,144,6,14000,111711453,40000000,71711453,1
117,15713,58957,91,6,0,30426096,20000000,10426096,1
105,914,27257,59,5.4,0,347434178,105000000,242434178,1
78,2462,216486,242,6.9,0,107217396,15000000,92217396,1
88,34319,50337,177,3.5,13000,78378744,20000000,58378744,1
178,23950,169023,703,7.1,10000,142940100,90000000,52940100,1
91,22668,41259,72,6.1,0,104945765,70000000,34945765,1
105,42330,357581,588,7.9,16000,5.3e+07,20000000,3.3e+07,1
120,24300,48806,263,7.3,11000,120455994,40000000,80455994,1
102,7009,146899,185,6.4,0,136267476,20000000,116267476,1
132,3152,121937,431,7.6,15000,40270895,22000000,18270895,1
150,27829,70771,671,6.7,0,30536013,30000000,536013,1
99,15369,80305,393,5.7,0,66468332,16000000,50468332,1
91,1125,121084,221,6.2,0,258022233,140000000,118022233,1
105,35694,106755,173,6.6,27000,134402450,28000000,106402450,1
110,4089,80556,184,6.6,0,41627431,20000000,21627431,1
100,19420,34258,178,6.3,0,114281051,30000000,84281051,1
90,794,88714,235,6.3,0,229736344,25000000,204736344,1
100,2389,51996,302,7,0,18564088,16000000,2564088,1
109,1775,74476,184,7.4,15000,95714875,30000000,65714875,1
86,17396,64190,129,5.6,16000,43165571,17000000,26165571,1
98,28027,168314,903,7.3,12000,115505027,27000000,88505027,1
94,32474,109620,268,6.2,15000,68729358,24000000,44729358,1
102,15053,112769,305,6.6,0,65664721,55000000,10664721,1
118,69746,171882,292,7.8,14000,3e+07,11000000,1.9e+07,1
104,3768,110073,194,6.2,0,152930623,75000000,77930623,1
98,1353,150082,384,7.3,36000,97505481,18000000,79505481,1
118,3197,43084,99,6.7,19000,35926213,26000000,9926213,1
95,2787,81334,291,6.5,0,145896422,40000000,105896422,1
227,1076,192775,559,8.4,11000,7e+07,15000000,5.5e+07,1
124,6181,103241,742,7.1,5000,114660784,75000000,39660784,1
123,11769,126307,210,6.8,19000,61808775,30000000,31808775,1
121,4142,264533,609,8.1,12000,3.8e+07,17500000,20500000,1
143,11248,243799,908,7.5,0,135330182,25000000,110330182,1
101,39822,127571,207,6.3,0,152263880,55000000,97263880,1
135,2370,125109,593,6.7,16000,93525586,65000000,28525586,1
95,46120,172754,187,7.3,13000,321885765,130000000,191885765,1
103,2987,63855,248,6.6,0,57469467,11500000,45969467,1
111,27755,152247,189,7.3,0,64822796,20000000,44822796,1
90,24534,106909,268,5.9,0,171963386,42000000,129963386,1
89,24419,58260,286,7.7,0,8679814,500000,8179814,1
92,2348,47169,162,5.9,17000,85446075,14000000,71446075,1
129,318,132048,203,6.4,12000,177259441,40000000,137259441,1
116,600,98535,734,5.5,0,161834276,40000000,121834276,1
112,1171,254404,840,7.8,0,22863596,13000000,9863596,1
137,36258,102728,279,6.6,16000,84606030,35000000,49606030,1
166,13333,459346,822,7.8,23000,333932083,150000000,183932083,1
120,3876,105446,321,7.4,11000,122200000,10700000,111500000,1
139,13021,136367,975,6.7,39000,54674226,32000000,22674226,1
138,17423,182757,483,6.9,19000,194168700,85000000,109168700,1
99,18693,114321,548,6.8,0,114830111,40000000,74830111,1
103,1342,56605,89,7.3,23000,17986781,700000,17286781,1
87,352,143086,211,8.6,0,8500000,1500000,7e+06,1
139,2045,107408,259,7.8,0,102272727,6000000,96272727,1
90,6775,127528,422,6.6,0,151161491,40000000,111161491,1
