0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
City of Ghosts (2002),Status Released,Original Language English,Runtime 1h 56m,Budget -,Revenue -,Homepage -,Release Information,Matt Dillon,James Caan,Natascha McElhone,Gérard Depardieu,Stellan Skarsgård,Rose Byrne,Full Cast & Crew,
The Killing of JonBenet: The Truth Uncovered (2016),Status Released,Original Language English,Runtime 1h 26m,Budget -,Revenue -,Homepage http://www.aetv.com/specials/the-killing-of-jonbenet-the-truth-uncovered,Release Information,Login to Edit Cast & Crew,,,,,,,
Something from Nothing: The Art of Rap (2012),Status Released,Original Language English,Runtime 1h 46m,Budget -,"Revenue $288,312.00",Homepage -,Release Information,Ice-T,Dr. Dre,Ice Cube,Snoop Dogg,Eminem,Afrika Bambaataa,Full Cast & Crew,
Göta kanal 2 - Kanalkampen (2006),Status Released,Original Language Swedish,Runtime 1h 35m,Budget -,Revenue -,Homepage -,Release Information,Janne 'Loffe' Carlsson,Eva Röse,Henrik Lundström,Kim Anderzon,Pino Ammendola,Danilo Bejarano,Full Cast & Crew,
Men In Black 4 (2018),Status In Production,Original Language English,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Login to Edit Cast & Crew,,,,,,,
Wolfhound of the Grey Dog Clan (2006),Original Title Волкодав из рода Серых Псов,Status Released,Original Language Russian,Runtime 2h 16m,"Budget $20,000,000.00",Revenue -,Homepage http://www.wolfhound.ru/,Release Information,Aleksandr Bukharov,Oksana Akinshina,Igor Petrenko,Anatoliy Belyy,Juozas Budraitis,Nina Usatova,Full Cast & Crew
In Her Skin (2009),Status Released,Original Language English,Runtime 1h 47m,"Budget $7,000,000.00",Revenue -,Homepage -,Release Information,Guy Pearce,Sam Neill,Miranda Otto,Ruth Bradley,Kate Bell,Dena Kaplan,Full Cast & Crew,
The Changeling (1980),Status Released,Original Language English,Runtime 1h 47m,Budget -,"Revenue $12,000,000.00",Homepage -,Release Information,George C. Scott,Trish Van Devere,Melvyn Douglas,Jean Marsh,John Colicos,Barry Morse,Full Cast & Crew,
Top Cat The Movie (2011),Original Title Don Gato y su pandilla,Status Released,Original Language Spanish,Runtime 1h 30m,Budget -,Revenue -,Homepage http://www.topcatthemovie.com/,Release Information,Rául Anaya,Jorge Arvizu,Mario Castañeda Partido,Eduardo Garza,Full Cast & Crew,,
Nicotina (2003),Status Released,Original Language English,Runtime 1h 33m,Budget -,Revenue -,Homepage -,Release Information,Diego Luna,Lucas Crespi,Norman Sotolongo,Jesús Ochoa,Martha Tenorio,Full Cast & Crew,,
Adını Sen Koy (2010),Status Released,Original Language English,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Melis Birkan,Cemal Toktas,Ali İl,Itir Esen,Burhan Şeşen,Full Cast & Crew,,
Miyori's Forest (2007),Original Title ミヨリの森,Status Released,Original Language Japanese,Runtime 1h 47m,Budget -,Revenue -,Homepage -,Release Information,Etsuko Ichihara,Aya Takanashi,Hiroyuki Amano,Kyôko Sasaki,Midori Matsuo,Yu Aoi,Full Cast & Crew
Cesar Chavez (2014),Status Released,Original Language English,Runtime 1h 42m,"Budget $10,000,000.00",Revenue -,Homepage https://www.facebook.com/CesarChavezMovie,Release Information,Michael Peña,Rosario Dawson,America Ferrera,Jacob Vargas,Gabriel Mann,Lisa Brenner,Full Cast & Crew,
Criss Cross (1949),Status Released,Original Language English,Runtime 1h 28m,Budget -,Revenue -,Homepage -,Release Information,Burt Lancaster,Yvonne De Carlo,Dan Duryea,Stephen McNally,Esy Morales,Tom Pedi,Full Cast & Crew,
The Confession (1999),Status Released,Original Language English,Runtime 1h 54m,Budget -,Revenue -,Homepage -,Release Information,Ben Kingsley,Amy Irving,Alec Baldwin,Richard Jenkins,Jay O. Sanders,Ryan Marsini,Full Cast & Crew,
Alexander the Great (1956),Status Released,Original Language English,Runtime 2h 16m,Budget -,Revenue -,Homepage -,Release Information,Richard Burton,Fredric March,Claire Bloom,Danielle Darrieux,Barry Jones,Harry Andrews,Full Cast & Crew,
Father Knows Breast,Status Released,Original Language English,Runtime 1h 23m,Budget -,Revenue -,Homepage -,"Release Information
      -",Login to Edit Cast & Crew,,,,,,,
Seoul Station (2016),Original Title 서울역,Status Released,Original Language Korean,Runtime 1h 32m,Budget -,Revenue -,Homepage -,Release Information,Lee Joon,Ryu Seung-Ryong,Shim Eun-Kyung,Full Cast & Crew,,,
TT3D: Closer to the Edge (2011),Status Released,Original Language English,Runtime 1h 44m,Budget -,Revenue -,Homepage -,Release Information,Jared Leto,Guy Martin,Ian Hutchinson,John McGuinness,Michael Dunlop,Keith Amor,Full Cast & Crew,
Parting (2016),Original Title رفتن,Status Released,Original Language Persian,Runtime 1h 18m,Budget -,Revenue -,Homepage -,Release Information,Reza Ahmadi,Behrang Alavi,Nazanin Bayati,Fereshteh Hosseini,Shams Langroudi,Full Cast & Crew,
[Anti]killer (2002),Original Title Антикиллер,Status Released,Original Language Russian,Runtime 1h 53m,"Budget $5,000,000.00","Revenue $340,312.00",Homepage -,Release Information,Sergey Shakurov,Aleksandr Baluev,Yuriy Kutsenko,Mikhail Ulyanov,Full Cast & Crew,,
Manon of the Spring (1986),Original Title Manon des Sources,Status Released,Original Language French,Runtime 2h 0m,Budget -,Revenue -,Homepage -,Release Information,Yves Montand,Emmanuelle Béart,Daniel Auteuil,Hippolyte Girardot,Margarita Lozano,Yvonne Gamy,Full Cast & Crew
Ada Zombilerin Düğünü (2010),Status Released,Original Language Turkish,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Tansel Birsel,Cansel Elçin,Full Cast & Crew,,,,,
When Susurrus Stirs (2016),Status Released,Original Language English,Runtime 0h 1m,Budget -,Revenue -,Homepage -,Release Information,Login to Edit Cast & Crew,,,,,,,
RKO 281 (1999),Status Released,Original Language English,Runtime 1h 23m,Budget -,Revenue -,Homepage -,Release Information,Liev Schreiber,James Cromwell,Melanie Griffith,John Malkovich,Brenda Blethyn,Roy Scheider,Full Cast & Crew,
The Public Enemy (1931),Status Released,Original Language English,Runtime 1h 23m,Budget -,Revenue -,Homepage -,Release Information,James Cagney,Jean Harlow,Edward Woods,Joan Blondell,Donald Cook,Leslie Fenton,Full Cast & Crew,
Prime Suspect 6: The Last Witness (2004),Status Released,Original Language English,Runtime 3h 15m,Budget -,Revenue -,Homepage -,Release Information,Helen Mirren,Oleg Menshikov,Ben Miles,Robert Pugh,Clare Holman,Mark Strong,Full Cast & Crew,
Gloria (1999),Status Released,Original Language English,Runtime 1h 48m,"Budget $30,000,000.00",Revenue -,Homepage -,Release Information,Sharon Stone,Jeremy Northam,Cathy Moriarty,Jean-Luke Figueroa,Mike Starr,George C. Scott,Full Cast & Crew,
S.O.B. (1981),Status Released,Original Language English,Runtime 2h 1m,Budget -,Revenue -,Homepage -,Release Information,Julie Andrews,William Holden,Marisa Berenson,Larry Hagman,Robert Loggia,Stuart Margolin,Full Cast & Crew,
Louder Than Words (2013),Status Released,Original Language English,Runtime 1h 35m,Budget -,Revenue -,Homepage -,Release Information,Adelaide Kane,David Duchovny,Timothy Hutton,Xander Berkeley,Hope Davis,Victoria Tennant,Full Cast & Crew,
"Atlantis: End of a World, Birth of a Legend (2011)",Status Released,Original Language English,Runtime 1h 28m,Budget -,Revenue -,Homepage -,Release Information,Stephanie Leonidas,Reece Ritchie,Langley Kirkwood,Isadora Verwey,Natalie Becker,Tony Caprari,Full Cast & Crew,
Mamma Roma (1962),Status Released,Original Language Italian,Runtime 1h 46m,Budget -,Revenue -,Homepage -,Release Information,Anna Magnani,Ettore Garofolo,Franco Citti,Silvana Corsini,Luisa Loiano,Paolo Volponi,Full Cast & Crew,
Pasolini (2014),Status Released,Original Language Italian,Runtime 1h 27m,Budget -,Revenue -,Homepage -,Release Information,Willem Dafoe,Maria de Medeiros,Riccardo Scamarcio,Giada Colagrande,Adriana Asti,Tatiana Luter,Full Cast & Crew,
Every Day (2010),Status Released,Original Language English,Runtime 1h 33m,Budget -,"Revenue $18,000.00",Homepage http://www.everydaythemovie.com/,Release Information,Carla Gugino,Liev Schreiber,Helen Hunt,Brian Dennehy,Ezra Miller,Eddie Izzard,Full Cast & Crew,
Gay Purr-ee (1962),Status Released,Original Language English,Runtime 1h 25m,Budget -,Revenue -,Homepage -,Release Information,Judy Garland,Robert Goulet,Red Buttons,Paul Frees,Mel Blanc,Full Cast & Crew,,
Les Saisons (2016),Status Released,Original Language French,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Login to Edit Cast & Crew,,,,,,,
Assassins Run (2013),Status Released,Original Language English,Runtime 1h 30m,"Budget $4,000,000.00",Revenue -,Homepage -,Release Information,Christian Slater,Sofya Skya,Cole Hauser,Angus Macfadyen,Marianna Khalifman,Full Cast & Crew,,
A Little Trip to Heaven (2005),Status Released,Original Language English,Runtime 1h 38m,"Budget $12,000,000.00",Revenue -,Homepage -,Release Information,Forest Whitaker,Julia Stiles,Peter Coyote,Jeremy Renner,Iddo Goldberg,Joanna Scanlan,Full Cast & Crew,
The Wind in the Willows (1996),Status Released,Original Language English,Runtime 1h 24m,Budget -,Revenue -,Homepage -,Release Information,Terry Jones,Steve Coogan,Eric Idle,Nicol Williamson,John Cleese,Stephen Fry,Full Cast & Crew,
Rapt (2009),Status Released,Original Language English,Runtime 2h 5m,Budget -,Revenue -,Homepage http://www.rapt-lefilm.com/,Release Information,Yvan Attal,Anne Consigny,Françoise Fabian,André Marcon,Alex Descas,Michel Voïta,Full Cast & Crew,
Stitch (2014),Status Released,Original Language English,Runtime 1h 34m,"Budget $1,500,000.00",Revenue -,Homepage -,Release Information,Edward Furlong,Shawna Waldron,Diane Salinger,Laurence Mason,Full Cast & Crew,,,
12 (2007),Status Released,Original Language English,Runtime 2h 39m,"Budget $4,000,000.00","Revenue $7,537,453.00",Homepage -,Release Information,Sergei Makovetsky,Nikita Mikhalkov,Sergey Garmash,Valentin Gaft,Aleksey Petrenko,Yuriy Stoyanov,Full Cast & Crew,
Gone in 60 Seconds (1974),Status Released,Original Language English,Runtime 1h 45m,Budget -,Revenue -,Homepage -,Release Information,H.B. Halicki,Marion Busia,Jerry Daugirda,James McIntyre,George Cole,Ronald Halicki,Full Cast & Crew,
Elephants Dream (2006),Status Released,Original Language English,Runtime 0h 11m,"Budget $150,000.00",Revenue -,Homepage http://www.elephantsdream.org/,Release Information,Tygo Gernandt,Cas Jansen,Full Cast & Crew,,,,,
The Storm Warriors (2009),Original Title 風雲Ⅱ,Status Released,Original Language Cantonese,Runtime 2h 30m,"Budget $100,000,000.00",Revenue -,Homepage http://www.thestormwarriors.com/,Release Information,Aaron Kwok,Ekin Cheng,Kenny Ho,Nicholas Tse,Charlene Choi,Simon Yam,Full Cast & Crew
The American Friend (1977),Original Title Der amerikanische Freund,Status Released,Original Language German,Runtime 2h 7m,Budget -,Revenue -,Homepage -,Release Information,Dennis Hopper,Bruno Ganz,Lisa Kreuzer,Gérard Blain,Nicholas Ray,Samuel Fuller,Full Cast & Crew
"Tiësto: Elements of Life, Copenhagen (Part 1 Tiësto Elements Of Life) (2008)",Status Released,Original Language Danish,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Tiësto,Full Cast & Crew,,,,,,
Monsieur Ibrahim (2003),Original Title Monsieur Ibrahim et les fleurs du Coran,Status Released,Original Language English,Runtime 1h 34m,Budget -,"Revenue $11,576,431.00",Homepage http://www.sonyclassics.com/ibrahim/aboutcast.html,Release Information,Omar Sharif,Pierre Boulanger,Gilbert Melki,Isabelle Renauld,Lola Naymark,Anne Suarez,Full Cast & Crew
Skateland (2010),Status Released,Original Language English,Runtime 1h 38m,Budget -,"Revenue $14,944.00",Homepage http://www.freemanfilm.com/skateland,Release Information,Ashley Greene,Shiloh Fernandez,Brett Cullen,Taylor Handley,David Sullivan,Full Cast & Crew,,
The Lady in the Car with Glasses and a Gun (2015),Original Title La Dame dans l'auto avec des lunettes et un fusil,Status Released,Original Language French,Runtime 1h 33m,Budget -,Revenue -,Homepage -,Release Information,Freya Mavor,Stacy Martin,Benjamin Biolay,Elio Germano,Thierry Hancisse,Noémie Morales,Full Cast & Crew
Save the Date (2012),Status Released,Original Language English,Runtime 1h 38m,Budget -,Revenue -,Homepage -,Release Information,Lizzy Caplan,Alison Brie,Martin Starr,Mark Webber,Geoffrey Arend,Melonie Diaz,Full Cast & Crew,
Intimate Enemies (2007),Original Title L'ennemi Intime,Status Released,Original Language French,Runtime 1h 48m,"Budget $9,780,000.00",Revenue -,Homepage -,Release Information,Benoît Magimel,Albert Dupontel,Mohamed Fellag,Lounès Tazairt,Abdelhafid Metalsi,Vincent Rottiers,Full Cast & Crew
Baby Face (1933),Status Released,Original Language English,Runtime 1h 11m,"Budget $187,000.00",Revenue -,Homepage -,Release Information,Barbara Stanwyck,George Brent,Donald Cook,Alphonse Ethier,Henry Kolker,Margaret Lindsay,Full Cast & Crew,
Dragon Ball: The Path to Power (1996),Original Title Doragon Bōru: Saikyō e no Michi,Status Released,Original Language Japanese,Runtime 1h 14m,Budget -,Revenue -,Homepage -,Release Information,Bin Shimada,Daisuke Gōri,Naoki Tatsuta,Masako Nozawa,Hiromi Tsuru,Full Cast & Crew,
Home (2008),Status Released,Original Language French,Runtime 1h 38m,Budget -,Revenue -,Homepage -,Release Information,Isabelle Huppert,Adélaïde Leroux,Madeleine Budd,Kacey Mottet Klein,Olivier Gourmet,Full Cast & Crew,,
A Boyfriend for Christmas (2004),Status Released,Original Language English,Runtime 1h 30m,Budget -,Revenue -,Homepage -,Release Information,Kelli Williams,Charles Durning,Patrick Muldoon,Bruce Thomas,Shannon Wilcox,Martin Mull,Full Cast & Crew,
Amis publics (2016),Status Released,Original Language French,Runtime 1h 38m,Budget -,Revenue -,Homepage -,Release Information,Kev Adams,Vincent Elbaz,Paul Bartel,Chloé Coulloud,Guy Lecluyse,Jina Djemba,Full Cast & Crew,
I Am Ali (2014),Status Released,Original Language English,Runtime 1h 51m,Budget -,"Revenue $7,205.00",Homepage http://www.focusfeatures.com/i_am_ali,Release Information,Muhammad Ali,Muhammad Ali Jr.,Hana Ali,Maryum Ali,Rahaman Ali,Jim Brown,Full Cast & Crew,
Loneliness in the Net (2006),Original Title S@motnosc w sieci,Status Released,Original Language English,Runtime 2h 4m,Budget -,Revenue -,Homepage -,Release Information,Magdalena Cielecka,Andrzej Chyra,Agnieszka Grochowska,Jacek Borcuch,Full Cast & Crew,,
Mad Max: The Wasteland (2017),Status Planned,Original Language English,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Tom Hardy,Full Cast & Crew,,,,,,
Murder in Three Acts (1986),Status Released,Original Language English,Runtime 1h 34m,Budget -,Revenue -,Homepage -,Release Information,Peter Ustinov,Tony Curtis,Emma Samms,Jonathan Cecil,Fernando Allende,Pedro Armendáriz Jr.,Full Cast & Crew,
Age of Dinosaurs (2013),Status Released,Original Language English,Runtime 1h 28m,Budget -,Revenue -,Homepage -,Release Information,Treat Williams,Ronny Cox,Jillian Rose Reed,Joshua Michael Allen,Max Aria,Arthur Richardson,Full Cast & Crew,
Boudu (2005),Status Released,Original Language English,Runtime 1h 44m,Budget -,Revenue -,Homepage -,Release Information,Gérard Depardieu,Catherine Frot,Gérard Jugnot,Jean-Paul Rouve,Serge Riaboukine,Hubert Saint-Macary,Full Cast & Crew,
Tumbledown (2015),Status Released,Original Language English,Runtime 1h 45m,Budget -,Revenue -,Homepage -,Release Information,Joe Manganiello,Jason Sudeikis,Blythe Danner,Rebecca Hall,Dianna Agron,Griffin Dunne,Full Cast & Crew,
Crash (1996),Status Released,Original Language English,Runtime 1h 40m,"Budget $10,000,000.00",Revenue -,Homepage -,Release Information,James Spader,Deborah Kara Unger,Holly Hunter,Elias Koteas,Rosanna Arquette,Peter MacNeill,Full Cast & Crew,
Decommissioned (2016),Status Released,Original Language English,Runtime 1h 20m,"Budget $1,000,000.00",Revenue -,Homepage -,Release Information,Johnny Messner,Vinnie Jones,Estella Warren,James Remar,Michael Paré,Richard Burgi,Full Cast & Crew,
The Intruders (2015),Status Released,Original Language English,Runtime 1h 32m,Budget -,Revenue -,Homepage -,Release Information,Miranda Cosgrove,Donal Logue,Tom Sizemore,Jenessa Grant,Austin Butler,Kelly Boegel,Full Cast & Crew,
Therapy (2010),Original Title Parterapi,Status Released,Original Language Danish,Runtime 1h 39m,Budget -,Revenue -,Homepage -,Release Information,Nikolaj Lie Kaas,Sidse Babett Knudsen,Søren Pilmark,Rasmus Bjerg,Ditte Hansen,Ali Kazim,Full Cast & Crew
Lady Chatterley's Lover (1981),Status Released,Original Language English,Runtime 1h 44m,Budget -,Revenue -,Homepage -,Release Information,Sylvia Kristel,Shane Briant,Nicholas Clay,Ann Mitchell,Elizabeth Spriggs,Pascale Rivault,Full Cast & Crew,
The Snake (2007),Original Title Le serpent,Status Released,Original Language French,Runtime 1h 59m,Budget -,Revenue -,Homepage -,Release Information,Yvan Attal,Clovis Cornillac,Pierre Richard,Simon Abkarian,Olga Kurylenko,Minna Haapkylä,Full Cast & Crew
Hell (1994),Original Title L'Enfer,Status Released,Original Language French,Runtime 1h 40m,"Budget $10,000,000.00",Revenue -,Homepage -,Release Information,Emmanuelle Béart,François Cluzet,Nathalie Cardone,André Wilms,Marc Lavoine,Christiane Minazzoli,Full Cast & Crew
Mrs. Parker and the Vicious Circle (1994),Status Released,Original Language English,Runtime 2h 5m,Budget -,Revenue -,Homepage -,Release Information,Jennifer Jason Leigh,Campbell Scott,Matthew Broderick,Gwyneth Paltrow,Jennifer Beals,Peter Gallagher,Full Cast & Crew,
Shakes the Clown (1991),Status Released,Original Language English,Runtime 1h 27m,Budget -,Revenue -,Homepage -,Release Information,Bobcat Goldthwait,Julie Brown,Robin Williams,Kathy Griffin,Adam Sandler,Florence Henderson,Full Cast & Crew,
Ticker (2001),Status Released,Original Language English,Runtime 1h 32m,"Budget $7,000,000.00",Revenue -,Homepage -,Release Information,Tom Sizemore,Steven Seagal,Dennis Hopper,Jaime Pressly,Kevin Gage,Simona Williams,Full Cast & Crew,
Gratis (2016),Status Released,Original Language English,Runtime 0h 10m,Budget -,Revenue -,Homepage -,Release Information,Login to Edit Cast & Crew,,,,,,,
The Dogs of War (1980),Status Released,Original Language English,Runtime 1h 58m,Budget -,Revenue -,Homepage -,Release Information,Christopher Walken,Tom Berenger,Winston Ntshona,JoBeth Williams,Alan Beckwith,Colin Blakely,Full Cast & Crew,
The Scapegoat (2012),Status Released,Original Language English,Runtime 1h 40m,Budget -,Revenue -,Homepage http://www.island-pictures.co.uk/extras/the-scapegoat/,Release Information,Andrew Scott,Jodhi May,Eileen Atkins,Matthew Rhys,Sheridan Smith,Phoebe Nicholls,Full Cast & Crew,
White People (2015),Original Title Det vita folket,Status Released,Original Language Swedish,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Pernilla August,Vera Vitali,Isaka Sawadogo,Emil Almén,Aliette Opheim,Bahador Foladi,Full Cast & Crew
I Am Evel Knievel (2014),Status Released,Original Language English,Runtime 1h 34m,Budget -,Revenue -,Homepage -,Release Information,Matthew McConaughey,Michelle Rodriguez,Kid Rock,Robbie Knievel,Kelly Knievel,Linda Knievel,Full Cast & Crew,
The Element of Crime (1984),Original Title Forbrydelsens element,Status Released,Original Language English,Runtime 1h 44m,Budget -,Revenue -,Homepage -,Release Information,Michael Elphick,Esmond Knight,Me Me Lai,Jerold Wells,Full Cast & Crew,,
Monster High: 13 Wishes (2013),Status Released,Original Language English,Runtime 1h 13m,Budget -,Revenue -,Homepage http://www.monsterhigh13wishes.com,Release Information,Cam Clarke,Erin Fitzgerald,Missi Hale,Cindy Robinson,Marcus Griffin,Julie Maddalena,Full Cast & Crew,
Get Real (1998),Status Released,Original Language English,Runtime 1h 48m,Budget -,Revenue -,Homepage -,Release Information,Ben Silverstone,Brad Gorton,Charlotte Brittain,Full Cast & Crew,,,,
Parallels (2015),Status Released,Original Language English,Runtime 1h 23m,Budget -,Revenue -,Homepage -,Release Information,Jessica Rothe,Michael Monks,Mark Hapka,Eric Jungmann,Full Cast & Crew,,,
3 Ninjas Knuckle Up (1995),Status Released,Original Language English,Runtime 1h 25m,Budget -,Revenue -,Homepage -,Release Information,Victor Wong,Charles Napier,Michael Treanor,Max Elliott Slade,Chad Power,Crystle Lightning,Full Cast & Crew,
Simon (2004),Status Released,Original Language Dutch,Runtime 1h 42m,Budget -,Revenue -,Homepage -,Release Information,Cees Geel,Marcel Hensema,Rifka Lodeizen,Nadja Hüpscher,Eva Duijvestein,Daan Ekkel,Full Cast & Crew,
Vuelve (2012),Status Released,Original Language Spanish,Runtime 1h 35m,"Budget $50,000.00",Revenue -,Homepage http://www.noelfilms.com/films/vuelve/,Release Information,Juan Carrasco,Romina Pinto,Renzo Sabelli,Guillermo Tassara,Leticia Vota,Full Cast & Crew,,
Osmanlı Cumhuriyeti (2008),Status Released,Original Language Turkish,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Ata Demirer,Vildan Atasever,Sümer Tilmaç,Full Cast & Crew,,,,
The Hit List (2011),Status Released,Original Language English,Runtime 1h 30m,"Budget $6,000,000.00",Revenue -,Homepage -,Release Information,Cuba Gooding Jr.,Cole Hauser,Jonathan LaPaglia,Ginny Weirick,Sean Cook,Drew Waters,Full Cast & Crew,
Ride the Pink Horse (1947),Status Released,Original Language English,Runtime 1h 41m,Budget -,Revenue -,Homepage -,Release Information,Robert Montgomery,Wanda Hendrix,Andrea King,Thomas Gomez,Fred Clark,Art Smith,Full Cast & Crew,
I Vitelloni (1953),Status Released,Original Language Italian,Runtime 1h 47m,Budget -,Revenue -,Homepage -,Release Information,Franco Interlenghi,Alberto Sordi,Franco Fabrizi,Leopoldo Trieste,Riccardo Fellini,Leonora Ruffo,Full Cast & Crew,
Express 'Moscow-Russia' (2014),Original Title Skoryy 'Moskva-Rossiya',Status Released,Original Language Russian,Runtime 1h 30m,Budget -,Revenue -,Homepage -,Release Information,Sergey Svetlakov,Margarita Levieva,Pavel Derevyanko,Ingeborga Dapkunaite,Michael Madsen,Ivan Urgant,Full Cast & Crew
Safe (1995),Status Released,Original Language English,Runtime 1h 59m,Budget -,Revenue -,Homepage -,Release Information,Julianne Moore,Xander Berkeley,Dean Norris,Peter Friedman,Kate McGregor-Stewart,James Le Gros,Full Cast & Crew,
Macumba sexual (1983),Status Released,Original Language English,Runtime 1h 20m,Budget -,Revenue -,Homepage -,Release Information,Ajita Wilson,Lina Romay,Antonio Mayans,Lorna Green,José Ferro,Jesús Franco,Full Cast & Crew,
Can't Hardly Wait (1998),Status Released,Original Language English,Runtime 1h 40m,"Budget $10,000,000.00","Revenue $25,605,015.00",Homepage -,Release Information,Jennifer Love Hewitt,Ethan Embry,Charlie Korsmo,Lauren Ambrose,Peter Facinelli,Seth Green,Full Cast & Crew,
Jean de Florette (1986),Status Released,Original Language French,Runtime 2h 0m,Budget -,Revenue -,Homepage -,Release Information,Yves Montand,Gérard Depardieu,Daniel Auteuil,Elisabeth Depardieu,Margarita Lozano,Ernestine Mazurowna,Full Cast & Crew,
The Secret Life Of Bees (2008),Status Released,Original Language English,Runtime 1h 54m,"Budget $11,000,000.00","Revenue $38,105,395.00",Homepage http://www.foxsearchlight.com/thesecretlifeofbees/,Release Information,Dakota Fanning,Queen Latifah,Jennifer Hudson,Sophie Okonedo,Alicia Keys,Sharon Conley,Full Cast & Crew,
Oliver Twist (1948),Status Released,Original Language English,Runtime 1h 56m,Budget -,Revenue -,Homepage -,Release Information,Alec Guinness,Kay Walsh,John Howard Davies,Robert Newton,Francis L. Sullivan,Henry Stephenson,Full Cast & Crew,
Tarzan and the Leopard Woman (1946),Status Released,Original Language English,Runtime 1h 12m,Budget -,Revenue -,Homepage -,Release Information,Johnny Weissmuller,Brenda Joyce,Johnny Sheffield,Acquanetta,Edgar Barrier,Dennis Hoey,Full Cast & Crew,
Porky's 3: Revenge (1985),Original Title Porky's Revenge,Status Released,Original Language English,Runtime 1h 32m,"Budget $9,000,000.00","Revenue $20,518,905.00",Homepage -,Release Information,Dan Monahan,Wyatt Knight,Tony Ganios,Mark Herrier,Kaki Hunter,Scott Colomby,Full Cast & Crew
Recep İvedik 2 (2009),Status Released,Original Language English,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Şahan Gökbakar,Gülşen Özbakan,Efe Babacan,Full Cast & Crew,,,,
Made For Each Other (2009),Status Released,Original Language English,Runtime 1h 36m,Budget -,Revenue -,Homepage -,Release Information,Christopher Masterson,Danny Masterson,Bijou Phillips,Full Cast & Crew,,,,
Artists and Models (1955),Status Released,Original Language English,Runtime 1h 49m,"Budget $1,701,083.00",Revenue -,Homepage -,Release Information,Dean Martin,Jerry Lewis,Shirley MacLaine,Dorothy Malone,Eddie Mayehoff,Eva Gabor,Full Cast & Crew,
Early Summer (1951),Original Title Bakushû,Status Released,Original Language Japanese,Runtime 2h 4m,Budget -,Revenue -,Homepage -,Release Information,Setsuko Hara,Chishû Ryû,Kuniko Miyake,Ichirô Sugai,Chieko Higashiyama,Haruko Sugimura,Full Cast & Crew
Mafia (2011),Status Released,Original Language Swedish,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Ving Rhames,Pam Grier,Sean Derry,Full Cast & Crew,,,,
Clank: Legacy (2016),Status Released,Original Language English,Runtime 2h 21m,Budget -,Revenue -,Homepage -,Release Information,Pauli Janhunen Calderón,David Anghel,Rebecka Andersson,Daniel Abreu,Feli Cabrera,Emilio Janhunen Calderón,Full Cast & Crew,
Chillerama (2011),Status Released,Original Language English,Runtime 2h 0m,Budget -,Revenue -,Homepage -,Release Information,Richard Riehle,Adam Rifkin,Ray Wise,Sarah Mutch,Owen Benjamin,Joel David Moore,Full Cast & Crew,
Wer (2013),Status Released,Original Language English,Runtime 1h 29m,Budget -,Revenue -,Homepage -,Release Information,A.J. Cook,Sebastian Roché,Vik Sahay,Stephanie Lemelin,Oaklee Pendergast,Angelina Armani,Full Cast & Crew,
Hack! (2007),Status Released,Original Language English,Runtime 1h 29m,Budget -,Revenue -,Homepage -,Release Information,Jay Kenneth Johnson,Danica McKellar,Juliet Landau,Tony Burton,Justin Chon,Adrienne Frantz,Full Cast & Crew,
Malice (1993),Status Released,Original Language English,Runtime 1h 47m,Budget -,"Revenue $46,405,336.00",Homepage -,Release Information,Alec Baldwin,Nicole Kidman,Bill Pullman,Bebe Neuwirth,George C. Scott,Anne Bancroft,Full Cast & Crew,
The Double Hour (2009),Original Title La doppia ora,Status Released,Original Language Italian,Runtime 1h 35m,"Budget $3,906,840.00","Revenue $4,300,000.00",Homepage -,Release Information,Kseniya Rappoport,Filippo Timi,Antonia Truppo,Gaetano Bruno,Fausto Russo Alesi,Michele Di Mauro,Full Cast & Crew
Silver Streak (1976),Status Released,Original Language English,Runtime 1h 54m,Budget -,"Revenue $51,079,064.00",Homepage -,Release Information,Gene Wilder,Jill Clayburgh,Richard Pryor,Patrick McGoohan,Ned Beatty,Clifton James,Full Cast & Crew,
Neruda (2016),Status Released,Original Language Spanish,Runtime 1h 48m,Budget -,Revenue -,Homepage -,Release Information,Gael García Bernal,Luis Gnecco,Mercedes Morán,Alfredo Castro,Michael Silva,Pablo Derqui,Full Cast & Crew,
Song For a Raggy Boy (2003),Status Released,Original Language English,Runtime 1h 34m,Budget -,Revenue -,Homepage -,Release Information,Aidan Quinn,Iain Glen,Marc Warren,Dudley Sutton,Alan Devlin,Stuart Graham,Full Cast & Crew,
Kochavva Paulo Ayyappa Coelho (2016),Original Title കൊച്ചൌവ്വ പൌലോ അയ്യപ്പ കൊയ്‌ലോ,Status Released,Original Language Malayalam,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Kunchacko Boban,Rudraksh Sudheesh,Nedumudi Venu,K.P.A.C. Lalitha,Muthumani,Mukesh,Full Cast & Crew
